text,labels
"Speaking on the sidelines of the EU-Latin American summit , Evo Morales also urged Colombia , Peru and Ecuador not to ratify trade deals with the United States .",O O O O O O O B-gpe O O B-per I-per O O B-geo O B-geo O B-geo O O O O O O O B-geo I-geo O
"Latin American and European leaders are in Vienna , Austria , for a summit aimed at strengthening cooperation between the continents .",O B-gpe O O O O O B-geo O B-geo O O O O O O O O O O O O
Bolivia 's move to nationalize energy resources was expected to be discussed .,B-geo O O O O O O O O O O O O
"However , a report by a U.N. commission in October implicated top Syrian and Lebanese officials .",O O O O O O B-org O O B-tim O O B-gpe O B-gpe O O
"The EU Commission for External Relations and Neighborhood Policy , Benita Ferrero-Waldner issued a statement Wednesday saying Europe will do everything it can to clear the way for closer trade partnerships .",O B-org I-org I-org I-org I-org I-org I-org I-org O B-per I-per O O O B-tim O B-geo O O O O O O O O O O O O O O
But she said Latin American nations must overcome obstacles on their side .,O O O O B-gpe O O O O O O O O
New allegations of prisoner abuse by U.S. forces in Iraq and Afghanistan have been revealed in Army documents released by the American Civil Liberties Union .,O O O O O O B-geo O O B-geo O B-geo O O O O B-org O O O O B-org I-org I-org I-org O
The documents show photographs of U.S. soldiers in Afghanistan posing with hooded and bound detainees during mock executions .,O O O O O B-geo O O B-geo O O O O O O O O O O
The photos were taken at a base in southern Afghanistan ( Fire Base Tycze ) between December 2003 and February 2004 .,O O O O O O O O O B-geo O B-org I-org I-org O B-tim I-tim I-tim O B-tim I-tim O
Some members of the infantry regiment said they took the pictures for fun and destroyed some of them after the Abu Ghraib prison scandal in Iraq to avoid another public outrage .,O O O O O O O O O O O O O O O O O O O O B-org I-org O O O B-geo O O O O O O
The Afghanistan incident triggered an Army investigation .,O B-geo O O O B-org O O
"Army records show that several soldiers were charged with dereliction of duty , but more serious charges were not substantiated .",O O O O O O O O O O O O O O O O O O O O O
The American Civil Liberties Union says the new documents suggest that abuse of prisoners in Iraq and Afghanistan may be widespread .,O B-org I-org I-org I-org O O O O O O O O O O B-geo O B-geo O O O O
The group had requested information about U.S.-held detainees .,O O O O O O O O O
The U.N. Security Council has warned Syria to cooperate fully with the probe or face consequences .,O B-org I-org I-org O O B-org O O O O O O O O O O
Afghan election officials have finished counting ballots from last month 's legislative elections and are to release some provisional results Thursday .,B-gpe O O O O O O O O O O O O O O O O O O O B-tim O
"A spokesman for the joint U.N.-Afghan election commission says the physical count is complete , except for some ballots that are subject to audit .",O O O O O O O O O O O O O O O O O O O O O O O O O
"Vote counts are to be released in phases over the coming days , as officials investigate reports of vote fraud .",O O O O O O O O O O O O O O O O O O O O O
Final results are due by October 22 .,O O O O O B-tim I-tim O
"Unofficial tallies show that warlords and opponents of President Hamid Karzai have fared relatively well , and women lawmakers could hold the balance of power in the new national assembly .",O O O O O O O O B-per I-per I-per O O O O O O O O O O O O O O O O O O O O
"Meanwhile , a suspected suicide bomber has blown up a pick-up truck near a Canadian military convoy in southern Afghanistan , killing himself and a child .",O O O O O O O O O O O O O O B-gpe O O O B-geo I-geo O O O O O O O
Three Canadian soldiers were wounded .,O B-gpe O O O O
French Prime Minister Dominique de Villepin says smoking will be banned in most public places in his country in February .,B-gpe B-per O B-per I-per I-per O O O O O O O O O O O O O B-tim O
"Speaking Sunday to French media , the prime minister said the ban will be extended to cover bars , restaurants , hotels and discotheques in January of 2008 .",O B-tim O B-gpe O O O O O O O O O O O O O O O O O O O O O B-tim I-tim I-tim O
"In a parliamentary report last week , French lawmakers called for a total ban effective next September .",O O O O O O O B-gpe O O O O O O O O B-tim O
"Earlier this year , Syria was forced to withdraw its troops from Lebanon under intense domestic and international pressure .",O O O O B-org O O O O O O O B-geo O O O O O O O
The only exceptions would be commercial establishments that provide sealed smoking areas with separate ventilation systems .,O O O O O O O O O O O O O O O O O
"The French news agency quotes Mr. de Villepin as saying an estimated 5,000 people die in France every year from the effects of passive smoking .",O B-gpe O O O B-per B-org I-org O O O O O O O O B-geo O O O O O O O O O
He said those figures present a " totally unacceptable situation " in terms of public health .,O O O O O O O O O O O O O O O O O
France is the latest European country to sharply curtail smoking in public places .,B-gpe O O O O O O O O O O O O O
"Britain , Italy , Sweden , Ukraine and Spain are considering similar measures .",B-geo O B-geo O B-geo O B-geo O B-geo O O O O O
Japan 's Foreign Ministry says Russian authorities have seized four Japanese fishing boats in disputed waters off Russia 's far east on suspicion of illegal fishing .,B-geo B-org I-org I-org O B-gpe O O O O B-gpe O O O O O O B-geo O O O O O O O O O
"The ministry said Saturday that the boats were intercepted and searched by Russian officials off Kamchatka peninsula , and have been taken to the Russian port of Petropavlosk-Kamchatskii .",O O O B-tim O O O O O O O O B-gpe O O B-geo I-geo O O O O O O O B-gpe O O B-geo O
"Earlier this year , a Russian border patrol fired on a Japanese fishing boat in the disputed waters , killing a fisherman before seizing the vessel and the remaining three crew members .",O O O O O B-gpe O O O O O B-gpe O O O O O O O O O O O O O O O O O O O O O
"The incident increased already tense relations over the four Kuril islands , which were seized by Soviet troops at the end of World War II , and are still claimed by Japan .",O O O O O O O O O B-org O O O O O O O O O O O O O O B-eve O O O O O O B-geo O
The dispute over the islands has prevented the two countries from signing a peace treaty officially ending the war .,O O O O O O O O O O O O O O O O O O O O
"Aides to U.S. Senator - and former first lady - Hillary Rodham Clinton have confirmed that the New~York senator has invited supporters from the state of Iowa to her Washington , D.C. home for a private political fundraising event .",O O B-org B-per B-org O O O O O B-per I-per I-per O O O O O O O O O O O O O B-geo O O B-geo O B-geo O O O O O O O O
Indiana Jones is returning - and Cate Blanchett may be along for the ride .,B-per I-per O O O O B-per I-per O O O O O O O
The award-winning actress is reportedly negotiating a role in the fourth installment of the Indiana Jones series .,O O O O O O O O O O O O O O B-per I-per O O
Harrison Ford has already signed on to portray the fedora-wearing adventurer .,B-per I-per O O O O O O O O O O
"Cate Blanchett won a 2005 Best Supporting Actress Academy Award for The Aviator , and this year received a supporting nomination for her role in Notes On A Scandal .",B-per I-per O O B-tim O O O O O O O O O O O O O O O O O O O O O O O O O
"Steven Spielberg will direct the film , scheduled to begin shooting in June in Los Angeles and undisclosed international locations .",B-per I-per O O O O O O O O O O B-tim O B-geo I-geo O O O O O
"Paramount Pictures will release Indy 4 worldwide on May 22 , 2008 .",B-org I-org O O O O O O B-tim I-tim I-tim I-tim O
"The United States has appealed to China to restore military ties , despite friction about U.S. arms sales to Taiwan .",O B-geo I-geo O O O B-geo O O O O O O O O B-geo O O O B-geo O
"Speaking to reporters at a security conference in Singapore Saturday , U.S. Defense Secretary Robert Gates said China 's decision to break off military-to-military contacts earlier this year could undercut regional stability .",O O O O O O O O B-org B-tim O B-org I-org B-per I-per I-per O B-geo O O O O O O O O O O O O O O O
Gates said it is clear interruptions in the U.S. military relationship with China will not change Washington 's policy toward Taiwan .,B-per O O O O O O O B-geo O O O B-geo O O O B-geo O O O B-geo O
Beijing broke off military-to-military contacts after the Obama administration notified Congress in January of a plan to sell Taiwan up to $ 6.4 billion worth of arms .,B-geo O O O O O O B-per O O B-org O B-tim O O O O O B-geo O O O O O O O O O
"Senator Clinton is facing re-election in New York in 2006 , but the invitation of Iowa supporters raises speculation that a 2008 bid for the U.S. presidency is likely .",B-per I-per O O O O B-geo I-geo O B-tim O O O O O B-geo O O O O O B-tim O O O B-geo O O O O
China also refused a proposed visit by Gates during his trip to Asia .,B-geo O O O O O O B-per O O O O B-geo O
"Gates said the arms sales are not a threat , because Washington does not support independence for Taiwan .",B-per O O O O O O O O O O B-geo O O O O O B-geo O
"The island nation has been able to attract foreign business and investment , especially in its offshore banking and tourism industries , with a surge in foreign direct investment in 2006 , attributed to the construction of several tourism projects .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-tim O O O O O O O O O O
"Although crops such as bananas , mangos , and avocados continue to be grown for export , tourism provides Saint Lucia 's main source of income and the industry is the island 's biggest employer .",O O O O O O O O O O O O O O O O O O O B-per I-per O O O O O O O O O O O O O O O
"Tourism is the main source of foreign exchange , although tourism sector revenues declined with the global economic downturn as US and European travel dropped in 2009 .",O O O O O O O O O O O O O O O O O O O O B-org O O O O O B-tim O
"The manufacturing sector is the most diverse in the Eastern Caribbean area , and the government is trying to revitalize the banana industry , although recent hurricanes have caused exports to contract .",O O O O O O O O O B-geo I-geo O O O O O O O O O O O O O O O O O O O O O O
"Saint Lucia is vulnerable to a variety of external shocks including volatile tourism receipts , natural disasters , and dependence on foreign oil .",B-per I-per O O O O O O O O O O O O O O O O O O O O O O
The public debt-to-GDP ratio is about 77 % and high debt servicing obligations constrain the KING administration 's ability to respond to adverse external shocks .,O O O O O O O O O O O O O O O B-org O O O O O O O O O O
"Economic fundamentals remain solid , even though unemployment needs to be reduced .",O O O O O O O O O O O O O
"Although the regional hub for trade and finance in East Africa , Kenya has been hampered by corruption and by reliance upon several primary goods whose prices have remained low .",O O O O O O O O O B-geo I-geo O B-geo O O O O O O O O O O O O O O O O O O
Iowa is traditionally the first state to hold political caucuses in which candidates from the same party compete against each other for their party 's presidential nomination .,B-geo O O O O O O O O O O O O O O O O O O O O O O O O O O O
"In 1997 , the IMF suspended Kenya 's Enhanced Structural Adjustment Program due to the government 's failure to maintain reforms and curb corruption .",O B-tim O O B-org O B-geo O B-org I-org I-org I-org O O O O O O O O O O O O O
"The IMF , which had resumed loans in 2000 to help Kenya through a drought , again halted lending in 2001 when the government failed to institute several anticorruption measures .",O B-org O O O O O O B-tim O O B-geo O O O O O O O O B-tim O O O O O O O O O O
"In the key December 2002 elections , Daniel Arap MOI 's 24-year-old reign ended , and a new opposition government took on the formidable economic problems facing the nation .",O O O B-tim I-tim O O B-per I-per I-per O O O O O O O O O O O O O O O O O O O O
"After some early progress in rooting out corruption and encouraging donor support , the KIBAKI government was rocked by high-level graft scandals in 2005 and 2006 .",O O O O O O O O O O O O O O B-org O O O O O O O O B-tim I-tim I-tim O
"In 2006 , the World Bank and IMF delayed loans pending action by the government on corruption .",O B-tim O O B-org I-org O B-org O O O O O O O O O O
"The international financial institutions and donors have since resumed lending , despite little action on the government 's part to deal with corruption .",O O O O O O O O O O O O O O O O O O O O O O O O
"Post-election violence in early 2008 , coupled with the effects of the global financial crisis on remittance and exports , reduced GDP growth to 1.7 in 2008 , but the economy rebounded in 2009 - 10 .",O O O O B-tim O O O O O O O O O O O O O O O O O O O O O B-tim O O O O O O B-tim I-tim I-tim O
"Originally settled by Arawak Indians , Curacao was seized by the Dutch in 1634 along with the neighboring island of Bonaire .",O O O B-org B-gpe B-org I-org O O O O B-gpe O B-tim O O O O O O B-geo O
"Once the center of the Caribbean slave trade , Curacao was hard hit by the abolition of slavery in 1863 .",O O O O O B-geo O O O B-org O O O O O O O O O B-tim O
Its prosperity ( and that of neighboring Aruba ) was restored in the early 20th century with the construction of the Isla Refineria to service the newly discovered Venezuelan oil fields .,O O O O O O O B-geo O O O O O O B-tim I-tim O O O O O B-geo I-geo O O O O O B-gpe O O O
Mrs. Clinton 's former national finance director from her 2000 Senate campaign is currently on trial in Los Angeles federal court on charges he lied to regulators about the cost of a lavish Hollywood fundraiser .,B-per I-per O O O O O O O B-tim B-org O O O O O O B-geo I-geo O O O O O O O O O O O O O O B-geo O O
"In 1954 , Curacao and several other Dutch Caribbean possessions were reorganized as the Netherlands Antilles , part of the Kingdom of the Netherlands .",O B-tim O B-org O O O B-gpe B-geo O O O O O B-geo I-geo O O O O B-org O O B-geo O
"In referenda in 2005 and 2009 , the citizens of Curacao voted to become a self-governing country within the Kingdom of the Netherlands .",O O O B-tim I-tim I-tim O O O O B-org O O O O O O O O B-org O O B-geo O
The change in status became effective in October of 2010 with the dissolution of the Netherlands Antilles .,O O O O O O O B-tim O B-tim O O O O O B-geo I-geo O
"Bulgaria , a former Communist country that entered the EU on 1 January 2007 , averaged more than 6 % annual growth from 2004 to 2008 , driven by significant amounts of foreign direct investment and consumption .",B-geo O O O O O O O O B-org O B-tim I-tim I-tim O O O O O O O O B-tim I-tim I-tim I-tim O O O O O O O O O O O O
"Successive governments have demonstrated a commitment to economic reforms and responsible fiscal planning , but the global downturn sharply reduced domestic demand , exports , capital inflows , and industrial production .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"GDP contracted by approximately 5 % in 2009 , and stagnated in 2010 , despite a significant recovery in exports .",O O O O O O O B-tim O O O O B-tim O O O O O O O O
"The economy is expected to grow modestly in 2011 , however .",O O O O O O O O B-tim O O O
"Corruption in the public administration , a weak judiciary , and the presence of organized crime remain significant challenges .",O O O O O O O O O O O O O O O O O O O O
A CHARCOAL-BURNER carried on his trade in his own house .,O O O O O O O O O O O
"One day he met a friend , a Fuller , and entreated him to come and live with him , saying that they should be far better neighbors and that their housekeeping expenses would be lessened .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Neither Mrs. Clinton nor her husband , the former president , are accused of any wrongdoing .",O B-per I-per O O O O O O O O O O O O O O
"The Fuller replied , "" The arrangement is impossible as far as I am concerned , for whatever I should whiten , you would immediately blacken again with your charcoal . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Like will draw like .,O O O O O
"A HEIFER saw an Ox hard at work harnessed to a plow , and tormented him with reflections on his unhappy fate in being compelled to labor .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Shortly afterwards , at the harvest festival , the owner released the Ox from his yoke , but bound the Heifer with cords and led him away to the altar to be slain in honor of the occasion .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"The Ox saw what was being done , and said with a smile to the Heifer : "" For this you were allowed to live in idleness , because you were presently to be sacrificed . """,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
A PEASANT had in his garden an Apple-Tree which bore no fruit but only served as a harbor for the sparrows and grasshoppers .,O O O O O O O O O O O O O O O O O O O O O O O O
"He resolved to cut it down , and taking his axe in his hand , made a bold stroke at its roots .",O O O O O O O O O O O O O O O O O O O O O O O
"The grasshoppers and sparrows entreated him not to cut down the tree that sheltered them , but to spare it , and they would sing to him and lighten his labors .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"He paid no attention to their request , but gave the tree a second and a third blow with his axe .",O O O O O O O O O O O O O O O O O O O O O O
"When he reached the hollow of the tree , he found a hive full of honey .",O O O O O O O O O O O O O O O O O
Burmese pro-democracy leader Aung San Suu Kyi met Saturday with a top United Nations official .,B-gpe O O B-per I-per I-per I-per O B-tim O O O B-org I-org O O
"Having tasted the honeycomb , he threw down his axe , and looking on the tree as sacred , took great care of it .",O O O O O O O O O O O O O O O O O O O O O O O O O
Self-interest alone moves some men .,O O O O O O
A DOG passing over a stream on a plank saw his reflection in the water .,O O O O O O O O O O O O O O O O
""" You ugly brute ! "" he cried ; "" how dare you look at me in that insolent way . """,O O O O O O O O O O O O O O O O O O O O O O
"He made a grab in the water , and , getting hold of what he supposed was the other dog 's lip , lifted out a fine piece of meat which a butcher 's boy had dropped into the stream .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
An Ass once found a Lion 's skin which the hunters had left out in the sun to dry .,O O O O O O O O O O O O O O O O O O O O
He put it on and went towards his native village .,O O O O O O O O O O O
"All fled at his approach , both men and animals , and he was a proud Ass that day .",O O O O O O O O O O O O O O O O O O O O
"In his delight he lifted up his voice and brayed , but then every one knew him , and his owner came up and gave him a sound cudgelling for the fright he had caused .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"And shortly afterwards a Fox came up to him and said : "" Ah , I knew you by your voice . """,O O O O B-org O O O O O O O O O O O O O O O O O O
"In Rome , a Vatican spokesman deplored the attack and said he hoped it was an isolated event , and not irrationality arising from comments made by the Pope which angered some Muslims .",O B-geo O O B-org O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"Aung San Suu Kyi spoke to reporters Saturday at her lakeside home in Rangoon , and praised the talks with Vijay Nambiar , chief of staff for U.N. Secretary-General Ban Ki-moon .",B-per I-per I-per I-per O O O B-tim O O O O O B-geo O O O O O O B-per I-per O O O O O B-per B-org B-per I-per O
"Fine clothes may disguise , but silly words will disclose a fool .",O O O O O O O O O O O O O
An engineer thinks that his equations are an approximation to reality .,O O O O O O O O O O O O
A physicist thinks reality is an approximation to his equations .,O O O O O O O O O O O
A mathematician does n't care .,O O O O O O
There were 11 people - ten men and one woman - hanging onto a rope that came down from a helicopter .,O O O O O O O O O O O O O O O O O O O O O O
"They all decided that one person should get off , because if they did n't , the rope would break and everyone would die .",O O O O O O O O O O O O O O O O O O O O O O O O O
"No one could decide who should go , so finally , the woman gave a really touching speech saying how she would give up her life to save the others , because women were used to giving up things for their husbands and children , giving in to men , and not receiving anything in return .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
"When she finished speaking , all the men started clapping .",O O O O O O O O O O O
Palestinian militants have fired rockets at Israel after Israeli troops killed a senior Islamic Jihad commander .,B-gpe O O O O O B-geo O B-gpe O O O O O O O O
The rockets caused no casualties .,O O O O O O
The 65-year-old Nobel peace prize laureate has been vocal about pursuing democratic reforms since her release November 13 from more than seven years of house arrest .,O O B-art O O O O O O O O O O O O B-tim I-tim I-tim I-tim I-tim I-tim I-tim O O O O O
A short time later Israeli forces fired artillery at the area in Gaza the militants used to launch the rockets .,O O O O B-gpe O O O O O O O B-geo O O O O O O O O
Islamic Jihad had vowed to avenge the killing earlier Monday of Luay Saadi and his deputy in the West Bank .,B-org I-org O O O O O O O B-tim O B-org I-org O O O O O B-org I-org O
Israel says Mr. Saadi was behind several attacks that have killed at least 10 Israelis since February .,B-geo O B-per B-geo O O O O O O O O O O B-gpe O B-tim O
"Meanwhile , the Palestinian Authority says it plans to immediately disarm members of another militant group in the West Bank , the al-Aqsa Martyrs Brigade .",O O O B-gpe O O O O O O O O O O O O O O B-org I-org O O B-org I-org I-org O
"The chief of police in the West Bank , Taher Zaid , says most members of the militant group will be trained to join Palestinian security forces .",O O O O O O B-org I-org O B-org I-org O O O O O O O O O O O O O B-gpe O O O
But leading al-Aqsa commanders say they doubt their men will turn in their weapons until Israel leaves the West Bank .,O O O O O O O O O O O O O O O B-geo O O B-org I-org O
French President Jacques Chirac has offered his support for Croatia 's aspirations for European Union membership .,B-gpe B-per I-per I-per O O O O O B-geo O O O B-org I-org O O
Mr. Chirac told visiting Croatian Prime Minister Ivo Sander that the schedule for membership talks should be respected .,B-per I-per O O B-gpe B-per I-per I-per I-per O O O O O O O O O O
Croatia 's EU membership negotiations began in October after an eight-month delay due to the country 's failure to capture a top suspect wanted by the United Nations war crimes tribunal .,B-geo O B-org O O O O B-tim O O B-tim O O O O O O O O O O O O O O O B-org I-org O O O O
Mr. Chirac says Croatia 's rapid economic development and progress in reforms justified the start of the country 's membership negotiations with the bloc .,B-per I-per O B-geo O O O O O O O O O O O O O O O O O O O O O
But she has also been careful not to verbally challenge Burma 's ruling generals .,O O O O O O O O O O B-geo O O O O
Italian police have arrested 36 people during protests in Rome ahead of the summit of leaders of the world 's eight major industrial countries .,B-gpe O O O O O O O O B-geo O O O O O O O O O O O O O O O
Hooded demonstrators clashed with police and set fires on streets near one of the capital 's universities Tuesday .,O O O O O O O O O O O O O O O O O B-tim O
"Police said citizens of France , Germany and Poland were among those arrested .",O O O O B-geo O B-geo O B-geo O O O O O
"Separately Tuesday , police in the town of L'Aquila seized clubs from five French protesters close to where the summit is being held .",O B-tim O O O O O O B-geo O O O O B-gpe O O O O O O O O O O
They were not arrested .,O O O O O
"About 15,000 police officers have been deployed to L'Aquila to provide security during the three-day gathering , beginning Wednesday .",O O O O O O O O B-geo O O O O O B-tim O O O B-tim O
"The G8 summit was originally scheduled to take place on an island , La Maddalena , off the Sardinian coast .",O O O O O O O O O O O O O B-per I-per O O O O O O
Officials moved it to L'Aquila after an April earthquake shook the area and killed almost 300 people .,O O O O B-geo O O B-tim O O O O O O O O O O
Italian officials said the transfer was aimed at giving the area an economic boost .,B-gpe O O O O O O O O O O O O O O
Al-Qaida 's deputy leader has criticized the West for publishing cartoons depicting the Prophet Muhammad as a terrorist .,B-org O O O O O O B-geo O O O O O B-per I-per O O O O
Nambiar also met Saturday with Burma 's foreign minister .,B-per O O B-tim O B-org O O O O
"In a video broadcast Saturday on the Arab television channel al-Jazeera , Ayman al-Zawahri called the cartoons an insult and urged an economic boycott against nations where they have been published .",O O O O B-tim O O B-gpe O O B-art O B-per I-per O O O O O O O O O O O O O O O O O O
"He also called on Hamas , which won Palestinian elections in January , to reject peace deals between the Palestinian Authority and Israel .",O O O O B-org O O O B-gpe O O B-tim O O O O O O O B-org I-org O B-org O
The videotape was the second by al-Zawahri aired by al-Jazeera in six weeks .,O O O O O O B-per O O B-geo O B-tim O O
A tape that aired in January called on President Bush to admit defeat in Iraq and Afghanistan .,O O O O O B-tim O O B-per I-per O O O O B-geo O B-geo O
"Mexican President Felipe Calderon is appealing for clean drinking water , canned food and other emergency aid for the storm-damaged Gulf state of Veracruz .",B-gpe B-per I-per I-per O O O O O O O O O O O O O O O O O O O B-geo O
"Hurricane Karl tore across the Mexico 's Yucatan peninsula late last week as a strong Category 3 storm , killing at least 14 people and leaving thousands homeless .",O B-per O O O B-geo O B-geo O O O O O O O O O O O O O O O O O O O O O
"The president visited Veracruz Monday , touring flooded villages and meeting with civil defense officials and storm victims .",O O O B-geo B-tim O O O O O O O O O O O O O O
Looting has been reported in flood-stricken areas .,O O O O O O O O
Local newspapers and television have shown pictures of people running from stores with bags of food and cases of beer .,O O O O O O O O O O O O O O O O O O O O O
Police have arrested 11 people .,O O O O O O
He also planned to meet with diplomats and recently-elected lawmakers .,O O O O O O O O O O O
A leftist Colombian guerrilla leader has been killed in a clash with military troops in the South American country .,O O B-gpe O O O O O O O O O O O O O O B-gpe O O
"Officials say Humberto Valbuena , a unit commander for the Revolutionary Armed Forces of Colombia , or FARC , was killed Monday in the remote jungles of Caqueta state .",O O B-per I-per O O O O O O O O O O B-geo O O B-org O O O B-tim O O O O O B-geo O O
At least three other rebels were killed in the clash .,O O O O O O O O O O O
Colombia 's long-running conflict pits FARC and a smaller leftist rebel group against government forces and right-wing paramilitary fighters .,B-geo O O O O B-org O O O O O O O O O O O O O O
Thousands of people are killed annually in the conflict .,O O O O O O O O O O
"Fire has destroyed a historic church in Chicago , Illinois , that has been called the birthplace of gospel music .",O O O O O O O B-geo O B-geo O O O O O O O O O O O
Firefighters were called Friday afternoon to Pilgrim Baptist Church .,O O O B-tim I-tim O B-org I-org I-org O
"A neighbor said construction workers were on the church 's roof when the fire started , but a fire department spokesman said authorities did not know how the blaze started .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
There were no immediate reports of injuries .,O O O O O O O O
The building was constructed in 1890 as a synagogue .,O O O O O B-tim O O O O
Pakistani officials say security forces have arrested at least three al-Qaida suspects after a gunfight near the Afghan border .,B-gpe O O O O O O O O O B-org O O O O O O B-gpe O O
Pilgrim Baptist Church took it over in 1922 .,B-org I-org I-org O O O O B-tim O
"Under the leadership of its choir director , Thomas Dorsey , the church was a center for the development of gospel music .",O O O O O O O O B-per I-per O O O O O O O O O O O O O
Among the artists who sang at the church was Mahalia Jackson .,O O O O O O O O O B-per I-per O
Iraqi officials say two bomb attacks in the capital Saturday have killed at least eight people .,B-gpe O O O O O O O O B-tim O O O O O O O
"The first bomb struck a crowded market , killing at least three people .",O O O O O O O O O O O O O O
Police say the device was meant to target police .,O O O O O O O O O O
"Hours later , a car bomb in downtown Baghdad killed five people .",O O O O O O O O B-geo O O O O
"Also Saturday , the U.S. military announced that an American soldier was killed by a bomb Friday during a patrol west of Kirkuk .",O B-tim O O B-geo O O O O B-gpe O O O O O O B-tim O O O O O B-geo O
It said one soldier was wounded .,O O O O O O O
"The U.S. military says it has carried out a series of raids following Wednesday 's killing of terrorist leader Abu Musab al-Zarqawi , in hopes of dismantling his al-Qaida in Iraq network .",O B-geo O O O O O O O O O O O B-tim O O O O O B-per I-per I-per O O O O O O B-org O B-geo O O
They say police opened fire Monday on a car carrying the suspects outside the northwestern city of Peshawar and forced it to stop .,O O O O O B-tim O O O O O O O O O O O B-geo O O O O O O
The Jordanian-born Zarqawi was said to have personally taken part in beheadings of hostages and other killings .,O O B-per O O O O O O O O O O O O O O O
"He was killed when the U.S. military dropped two 227-kilogram bombs on his safe house near Baquba , northeast of Baghdad .",O O O O O B-geo O O O O O O O O O O B-geo O O O B-geo O
"Wall Street enjoyed an upswing Thursday , despite mixed economic news concerning consumer spending and jobless claims .",B-org I-org O O O B-tim O O O O O O O O O O O O
The Dow Jones Industrial Average gained nearly 190 points to close at 13010 .,O B-art I-art I-art I-art O O O O O O O O O
The surge in the stock markets comes as investors await a key report .,O O O O O O O O O O O O O O
VOA 's Robert Raffaele has more .,B-org O B-per I-per O O O
"India 's new Foreign Minister Pranab Mukherjee and his Pakistani counterpart , Khursheed Kasuri , will meet on Monday in New Delhi to review the stalled peace process between the two nuclear rivals .",B-geo O O O B-per I-per I-per O O B-gpe O O B-per I-per O O O O B-tim O B-geo I-geo O O O O O O O O O O O O
Mukherjee told reporters Friday that Kasuri will be in India over the weekend on a private visit and that the meeting had been fixed for Monday .,B-per O O B-tim O B-per O O O B-geo O O B-tim O O O O O O O O O O O O B-tim O
India suspended the almost three-year-old peace process following a July terrorist attack on Mumbai 's train network that killed nearly 200 people and wounded 800 others .,B-geo O O O O O O O O B-tim O O O B-geo O O O O O O O O O O O O O
"New Delhi accused Pakistan 's spy agency of involvement in the attack , but Islamabad denied any involvement and demanded evidence .",B-geo I-geo O B-geo O O O O O O O O O O B-geo O O O O O O O
Reports say one of the suspects escaped while the others were arrested .,O O O O O O O O O O O O O
"Last week , the two sides agreed to set up a three-member panel to share information about counter-terrorism activities and a pact to reduce risks of nuclear accidents .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
Israel has charged three Arabs with spying for Syria and planning to kidnap a Syrian pilot who defected to Israel .,B-geo O O O B-gpe O O O B-geo O O O O O B-gpe O O O O B-geo O
"Two of the men are from a northern Druze village , Majdal Shams , in the Golan Heights , near the Syrian border .",O O O O O O O O B-geo O O B-per I-per O O B-geo I-geo I-geo O O O B-gpe O O
The other is an Israeli citizen .,O O O O B-gpe O O
An indictment says the men passed details and photographs of Israeli army installations to a Syrian agent .,O O O O O O O O O O B-gpe O O O O B-gpe O O
It also says they gathered information on a Syrian pilot who defected to Israel in 1989 .,O O O O O O O O B-gpe O O O O B-geo O B-tim O
Prosecutors allege the men drew up a plan to kidnap the pilot .,O O O O O O O O O O O O O
Israeli media say Druze residents recently rioted when investigators searched one of the suspects ' home .,B-gpe O O B-geo O O O O O O O O O O O O O
Police in Sri Lanka say 300 prisoners took advantage of Sunday 's massive earthquake to make their escape from a high-security jail .,O O B-geo I-geo O O O O O O B-tim O O O O O O O O O O O O
"Authorities say the inmates fled after a tidal wave caused by the quake destroyed their prison , a 16th century Dutch-built fort in a southern coastal town Matara .",O O O O O O O O O O O O O O O O O O B-tim I-tim I-tim I-tim O O O O O B-geo O
This comes less than a week after Pakistani officials said a senior al-Qaida explosives expert was killed in a raid on a suspected insurgent hideout in the tribal region of North Waziristan bordering Afghanistan .,O O O O O O O B-org O O O O B-org O O O O O O O O O O O O O O O O O B-geo I-geo O B-geo O
Reuters news agency reports a similar prison break in Indonesia 's Aceh province .,B-org O O O O O O O O B-geo O O O O
Police there say 200 prisoners fled after a tsunami destroyed the walls of the facility .,O O O O O O O O O O O O O O O O
"The leaders of Nigeria and the Congo Republic emerged from all-night talks with Sudan 's rebel leaders Sunday , with no real progress made on resolving the conflict in Darfur .",O O O B-geo O O B-geo I-geo O O O O O B-gpe O O O B-tim O O O O O O O O O O O B-geo O
